question,choices,answer_idx,source
"Carpal, metacarpal and phalanx bones comprise what part of the body?","[""thumb"", ""hand"", ""foot"", ""pelvis""]",1,sciq
The smallest units of matter that retain the unique properties of an element are known as what?,"[""protons"", ""molecules"", ""neutrons"", ""atoms""]",3,sciq
"A person wants to find chloroplasts in great amounts, so they check","[""stems"", ""buds"", ""extended portions"", ""dry seeds""]",2,openbookqa
Making a pie produces a,"[""chemical reaction"", ""cake"", ""lots of sweat"", ""fear of ovens""]",0,openbookqa
A machine is any device that makes work easier by doing what?,"[""moving things"", ""changing a force"", ""removing barriers"", ""changing molecules""]",1,sciq
"If a blind person needs to know which cat has long hair and which has short hair, they can","[""look at it"", ""hear it"", ""grab it"", ""smell it""]",2,openbookqa
"When resources become limiting, populations follow a logistic growth curve in which the size will level off at a point called what?","[""believed capacity"", ""full capacity"", ""carrying capacity"", ""containing capacity""]",2,sciq
Which law refers to the electron charge remaining the same during transfer?,"[""law of conservation of charge"", ""law of change"", ""law of conservation of speculation"", ""law of construct of charge""]",0,sciq
A knife refuses to stick to a blanket due to,"[""luck"", ""gravity"", ""lack of magnetism"", ""tension.""]",2,openbookqa
What are sources of shelter for small animals?,"[""andesite"", ""wind"", ""sun"", ""air""]",0,openbookqa
"Compared to a regular swimmer, a scuba diver deals with more","[""heat"", ""pressure"", ""water"", ""air""]",1,openbookqa
What divide on their own by a process that resembles binary fission in prokaryotes?,"[""protazoa"", ""proteins"", ""mitochondria"", ""bacteria""]",2,sciq
"A drug company developed a pill to reduce cases of stomach virus. To test the medication, half of the participants got the pill with the new medicine and half got a sugar pill. Which term best identifies the participants who got a sugar pill?","[""control"", ""experimental"", ""dependent variable"", ""independent variable""]",0,arc_easy
"Extended stays in zero gravity are not healthy for human beings. thus, for the comfort of the astronauts, the station is rotated so that the astronauts feel there is what?","[""revealed gravity"", ""still gravity"", ""Fixed Gravity"", ""internal gravity""]",3,sciq
Earth orbiting the Sun causes,"[""the changing of the seasons."", ""daily tidal cycles."", ""day to become night."", ""the phases of the Moon.""]",0,arc_easy
What is the process in which a substance naturally moves from an area of higher to lower concentration called?,"[""diffusion"", ""osmosis"", ""convection"", ""activation""]",0,sciq
What is the apparatus used for carrying out an electrolysis reaction?,"[""an electrolytic cell"", ""catalyst"", ""an aqueous cell"", ""Golgi apparatus""]",0,sciq
"On the ventral side of the embryonic disc, opposite the amnion, cells in the lower layer of the embryonic disk (the hypoblast) extend into the blastocyst cavity and form this?","[""embryo sac"", ""neural sac"", ""algae sac"", ""yolk sac""]",3,sciq
A carp and a platypus share all attributes aside from,"[""blood heating ability"", ""egg laying"", ""having mouths"", ""having tails""]",0,openbookqa
What is found inside the pores of spongy bone?,"[""liquid marrow"", ""rupture marrow"", ""green marrow"", ""bone marrow""]",3,sciq
What causes cobalt chloride to turn pink?,"[""discussed 2 + ions"", ""show 2 + ions"", ""h20 + ions"", ""co 2+ ions""]",3,sciq
"What glands remove water, salts and other wastes from skin?","[""sex glands"", ""sweat glands"", ""water glands"", ""push glands""]",1,sciq
"Asexual, sexual, budding, and parthenogenesis are all forms of what?","[""reproduction"", ""hibernation"", ""absorption"", ""photosynthesis""]",0,sciq
Which are the best tools to use for growing and studying bacterial cultures?,"[""beakers"", ""Petri dishes"", ""microscopes"", ""graduated cylinders""]",1,arc_easy
What is the suns innermost layer called?,"[""core"", ""solar"", ""flare"", ""surface""]",0,sciq
Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5° Celsius?,"[""evaporation"", ""freezing"", ""melting"", ""precipitation""]",2,arc_easy
"All of the chemical reactions that take place inside cells, including those that consume or generate energy, are referred to as what?","[""slowed metabolism"", ""genetic metabolism"", ""particles ' s metabolism"", ""cell ' s metabolism""]",3,sciq
Which of the following is the most basic need for a plant?,"[""shade"", ""heat"", ""water"", ""sand""]",2,arc_easy
a producer is a source of energy for,"[""shoes"", ""poetry"", ""external food eaters"", ""rubber""]",2,openbookqa
"The distribution of thermal speeds depends strongly on temperature. as temperature increases, the speeds are shifted to higher values and the distribution is what?","[""decreased"", ""improved"", ""broadened"", ""removed""]",2,sciq
Only finished mrnas are exported from the nucleus to what?,"[""amino acids"", ""cerebellum"", ""cytoplasm"", ""electron""]",2,sciq
"In a medium, the closer the distribution of the material gets to what state, the slower the rate of diffusion becomes?","[""erosion"", ""gas"", ""equilibrium"", ""elastic""]",2,sciq
Some berries may be eaten by,"[""a bear or person"", ""a bear or shark"", ""a bear or lion"", ""a bear or wolf""]",0,openbookqa
Which term is an example of a life process?,"[""coloration"", ""camouflage"", ""migration"", ""reproduction""]",3,arc_easy
Which of the following is the main role of flowers found on most flowering plants?,"[""to take in air"", ""to produce seeds"", ""to absorb nutrients"", ""to protect the stem""]",1,arc_easy
An example of a conductor might be,"[""carrots"", ""wood"", ""a nickel"", ""magic""]",2,openbookqa
"What do you call scientists that study the weather, specifically?","[""hydrologists"", ""forecasters"", ""meteorologists"", ""geologists""]",2,sciq
"Due to extreme pressure, the inner core of Earth is","[""solid."", ""liquid."", ""gas."", ""plasma.""]",0,arc_easy
"In order to survive and maintain what state, an organism must quickly adapt to changing environmental conditions?","[""ketosis"", ""acclimatization"", ""regulation"", ""homeostasis""]",3,sciq
Overpopulation may result,"[""from the deaths of many organisms"", ""from a boom in reproduction of an organism"", ""from natural predators hunting organisms"", ""from organisms self regulating their population""]",1,openbookqa
raccoons eat what?,"[""debris"", ""people"", ""fire"", ""dirt""]",0,openbookqa
Which reflects light?,"[""mirror"", ""camera"", ""telescope"", ""eyeglasses""]",0,arc_easy
Animals without teeth sometimes eat,"[""seeds"", ""bears"", ""humans"", ""whales""]",0,openbookqa
"What broad group of animals - which includes rats, dogs and camels - have highly developed brains and often perform work for humans?","[""arachnids"", ""reptiles"", ""amphibians"", ""mammals""]",3,sciq
What are the names of the products in the chemical equation shown below? HCl + NaHCO_{3} -> NaCl + CO_{2} + H_{2}O,"[""hydrochloric acid and sodium carbonate"", ""sodium chloride, carbon dioxide, and water"", ""hydrogen chloride and sodium bicarbonate"", ""sodium chloride, carbon monoxide, and dihydrogen oxide""]",1,arc_easy
What kind of potentially harmful compounds can barbecuing food create?,"[""mutagens"", ""carcinogens"", ""enzymes"", ""triglycerides""]",1,sciq
How many times does the Earth complete a revolution around the sun in a decade?,"[""twelve"", ""one"", ""ten"", ""two""]",2,openbookqa
Arctic animals often live on,"[""ice"", ""soil"", ""liquid water"", ""plants""]",0,openbookqa
"While hiking last year, Mike saw a large boulder next to a mountain trail. The boulder had no cracks. While hiking on the trail this year, he saw two large cracks in the boulder. Which of the following most likely caused these cracks to form?","[""shaking from high winds"", ""pressure from flowing water"", ""erosion due to falling rain and snow"", ""weathering due to freezing and thawing""]",3,arc_easy
"Low yields of nitric oxide, no, form when heating nitrogen and oxygen together. no also forms when lightning passes through air during this?","[""thunderstorms"", ""snowstorms"", ""tornadoes"", ""tidal waves""]",0,sciq
Omnivores are animals that eat both plant- and?,"[""recycled food"", ""liquid diets"", ""biofuel"", ""animal-derived food""]",3,sciq
What keeps various species from mating and reproducing outside their own species?,"[""digestive system incompatibility"", ""brain organ incompatibility"", ""reproductive organ incompatibility"", ""cancer organ incompatibility""]",2,sciq
What is the best way to guess a babies eye color?,"[""The surroundings they are born in."", ""Their parents usual diet."", ""Just take a random guess."", ""The genealogy records of their family.""]",3,openbookqa
Where would a polar bear be happiest?,"[""wherever an igloo could be built"", ""in a pile of fake snow in the desert"", ""in the same country where kangaroos live in the wild"", ""in a heated house""]",0,openbookqa
What are the ionic compounds that produce negative hydroxide ions when dissolved in water?,"[""isotopes"", ""acids"", ""bases"", ""enzymes""]",2,sciq
"Organs of what male biological system include the penis, testes, and epididymis?","[""immune system"", ""romantic system"", ""reproductive system"", ""circulatory system""]",2,sciq
"When a solution freezes, only what particles come together to form a solid phase, while the presence of solute particles interferes with that process?","[""pigment"", ""hydrogen"", ""diluent"", ""solvent""]",3,sciq
What is a body of freshwater that flows downhill in a channel?,"[""a stream"", ""an eddy"", ""a creek"", ""a river""]",0,sciq
What increases the number of pollinators a flower will attract?,"[""The amount of petals"", ""The amount of of fragrance the flower has"", ""The height of the stem"", ""The amount of leaves on the stem""]",1,openbookqa
What is more likely to have caused pollution in the air?,"[""it developed on its own"", ""a hurricane"", ""an action by a business"", ""a flock of birds""]",2,openbookqa
Cyanobacteria are bluish green in color because they contain what?,"[""chloroplasts"", ""microbial"", ""chlorophyll"", ""carbonate""]",2,sciq
What does photosynthesis change light energy into?,"[""electrical energy"", ""carbon energy"", ""chemical energy"", ""radiation energy""]",2,sciq
Where do plants get energy from to make food?,"[""air"", ""soil"", ""water"", ""sunlight""]",3,arc_easy
"Which organ protects the body from injury, water loss, and microorganisms?","[""kidney"", ""skin"", ""liver"", ""stomach""]",1,sciq
A coal miner would is most likely to get,"[""wet"", ""dirty"", ""sunburned"", ""windburned""]",1,openbookqa
What does the placenta sustain during pregnancy?,"[""the heart"", ""the mother"", ""the fetus"", ""the endocrine system""]",2,sciq
What are 3 types of light?,"[""complementary, incandescent, fluorescent"", ""infrared, visible, ultraviolet"", ""solar , visible , ultraviolet"", ""diffuse, ambient, opaque""]",1,sciq
Plants can use what as a pollinator?,"[""bees wax"", ""small extinct birds"", ""rhinos"", ""windy air""]",3,openbookqa
"In prokaryotes, what is composed of a single, double-stranded dna molecule in the form of a loop or circle?","[""allele"", ""rNA"", ""chromosomes"", ""genome""]",3,sciq
Putting heat on and around something like the following can cause a chemical reaction:,"[""a marble slab"", ""carrot cake batter"", ""a stone"", ""a dirt patch""]",1,openbookqa
Chloroplasts are the little green particles in plants made up of what colorful pigment?,"[""verdigris"", ""carbonate"", ""chlorophyll"", ""melanin""]",2,sciq
A crow that becomes used to a scarecrow and lands on it is an example of what?,"[""habituation"", ""adaptation"", ""dissociation"", ""assimilation""]",0,sciq
"If pollination and fertilization occur, a diploid zygote forms within an ovule, located where","[""bladder"", ""uterus"", ""ovary"", ""testicle""]",2,sciq
The distance that light can travel in a year is known as what?,"[""earth year"", ""beam year"", ""light year"", ""solar year""]",2,sciq
"When animals get rid of their gaseous waste, what is exhaled through their mouth and nose?","[""carbon dioxide"", ""carbon monoxide"", ""hydrogen"", ""oxygen""]",0,sciq
Energy from the Sun changes a liquid to a gas by the process of,"[""condensation."", ""evaporation."", ""freezing."", ""melting.""]",1,arc_easy
The lungs are a series of ever-narrowing tubes that end in a myriad of tiny sacs called what?,"[""alveoli"", ""testes"", ""glands"", ""brachii""]",0,sciq
Which of the following relationships are true?,"[""lemons :: sound energy"", ""doorbells :: sound energy"", ""doorbells :: light energy"", ""lightbulbs :: sound energy""]",1,openbookqa
A pollutions standard is something which,"[""will hopefully limit the amount of damage done to the environment by large producers"", ""a standard that gets applied to every person"", ""a way to get factories to make more product"", ""the best way to reduce poisoning the trees in Michigan""]",0,openbookqa
"A man wants to create a room that he can light up with the flick of a switch. To do this, he sends some electricity into a completed electrical circuit, through a conductor, which allows","[""light from the sun to shine"", ""lights to be burned out"", ""sunlight to shine through bulbs"", ""his plan to succeed""]",3,openbookqa
Turbines churning seawater can be used to produce what?,"[""a charge for appliances"", ""large quantities of soup"", ""large schools of fish"", ""creating some sharp cheese""]",0,openbookqa
All these statements concerning galaxies are accurate except,"[""They contain millions of stars."", ""Most can be seen without a telescope."", ""They are millions of light-years apart."", ""Space contains several billion galaxies.""]",1,arc_easy
"When the Earth is tilted on its axis, as it always is, certain tilts will make it summer one once continent","[""and birds fly around the moon"", ""and beans grow on the other side"", ""and another's celebrating Halloween"", ""and a desert on another""]",2,openbookqa
What is the electron domain geometry of ammonia?,"[""membranes"", ""tetrahedral"", ""neurons"", ""atoms""]",1,sciq
The sex of developing crocodilians is determined by what during incubation?,"[""the color of the eggs"", ""the size of the eggs"", ""the location of the eggs"", ""the temperature of the eggs""]",3,sciq
Which condition is the only autosomal trisomy where an affected individual may survive to adulthood?,"[""dwarfism"", ""progeria"", ""type 1 diabetes"", ""down syndrome""]",3,sciq
Teresa is making a list of the similarities and differences between a euglena and a volvox cell. In which way is the euglena different from the volvox cell?,"[""A euglena can respond to light."", ""A euglena can live in fresh water."", ""A euglena can regulate water intake."", ""A euglena can only reproduce asexually.""]",3,arc_easy
What are the lipids containing phosphorus?,"[""eukaryotes"", ""phospholipids"", ""alkaloids"", ""hemoglobin""]",1,sciq
What property means that something can return to its original shape after being stretched or compressed?,"[""viscosity"", ""elasticity"", ""friction"", ""homeostasis""]",1,sciq
What kind of muscle relationship generally produces back-and-forth movement of a body part?,"[""complementary muscles"", ""cooperative muscles"", ""antagonistic muscles"", ""synchronized muscles""]",2,sciq
What is a collection of lymphatic tissue that combines with epithelial tissue lining the mucosa throughout the body?,"[""mucosa associated lymphoid tissue (malt)"", ""spheroids associated lymphoid tissue ( malt )"", ""cottony associated lymphoid tissue ( malt )"", ""unassociated lymphoid tissue""]",0,sciq
Which is an example of a group of cells with a common structure and function?,"[""stomach"", ""muscle tissue"", ""mitochondria"", ""digestive system""]",1,arc_easy
Which occurs as a result of Earth's tilt on its rotating axis?,"[""movement of the tides"", ""prevalent or trade winds"", ""seasonal changes in the climate"", ""light and dark changes of day and night""]",2,arc_easy
What are lipids that contain phosphorus called?,"[""phospholipids"", ""alkaloids"", ""eukaryotes"", ""amino acids""]",0,sciq
In which area does conduction mainly happen?,"[""higher atmosphere"", ""lower atmosphere"", ""mesosphere"", ""thermosphere""]",1,sciq
"What is extracted from rock by heap leaching, flotation, or smelting?","[""methane"", ""copper"", ""fuel"", ""ore""]",3,sciq
"According to early accounts, newton was inspired to make the connection between falling bodies and astronomical motions when he saw an apple fall from a tree and realized that if the gravitational force could extend above the ground to a tree, it might also reach this?","[""stars"", ""moon"", ""sun"", ""horizon""]",2,sciq
"Compounds that are capable of accepting electrons, such as o 2 or f2, are called what?","[""oxidants"", ""Oxygen"", ""residues"", ""antioxidants""]",0,sciq
What involves sensing and focusing light from people and objects?,"[""vision"", ""sensory perception"", ""projection"", ""echolocation""]",0,sciq
The mature pollen grain is composed of two cells: the pollen tube cell and which other cell?,"[""generative cell"", ""glial cell"", ""photosynthesis cell"", ""ova""]",0,sciq
the closest star to the human planet delivers solar energy to the planet,"[""maybe"", ""the moon"", ""this is uncertain"", ""this is affirmative""]",3,openbookqa
What is the large muscle that extends across the bottom of the chest below the lungs called?,"[""diaphragm"", ""pectoral"", ""abdomen"", ""uterus""]",0,sciq
Volcano chains form as an oceanic plate moves over what?,"[""dust spot"", ""hot spot"", ""melt spot"", ""Water spot""]",1,sciq
What makes up the dense outer layer of bones?,"[""marrow"", ""scales"", ""compact bone"", ""cartilage""]",2,sciq
Roger poured water over a pile of sand. Some of the sand washed away. This process is similar to which of the following?,"[""The eruption of a volcano"", ""The erosion of the walls of a canyon"", ""The uplifting of mountain ranges"", ""The forming of dunes or mounds in a desert""]",1,arc_easy
"Fragmentation with subsequent regeneration is a method of what, exhibited by animals such as sea stars?","[""asexual reproduction"", ""bacteria reproduction"", ""microscopic reproduction"", ""sexual reproduction""]",0,sciq
The conversion factor between solubility and molar solubility of a compound is known as what?,"[""mass effect"", ""molar mass"", ""molar value"", ""stochastic mass""]",1,sciq
Some blind people have demonstrated bat-like skills by:,"[""sensing shapes by light and shadows"", ""having a unusually strong sense of smell"", ""sensing nearby objects by temperature change"", ""using sound to 'see'""]",3,openbookqa
What is the common name of mixtures of hydrocarbons that formed over millions of years from the remains of dead organisms?,"[""fossil record"", ""renewable resources"", ""fossil fuels"", ""non-renewable fuel""]",2,sciq
"Potential energy is not only associated with the location of matter, but also with the structure of matter. even a spring on the ground has potential energy if it is what?","[""ignored"", ""watched"", ""coupled"", ""compressed""]",3,sciq
A shrew requires this for survival.,"[""radiation"", ""air"", ""silicone"", ""clothes""]",1,openbookqa
Cooling a mixture of equal parts nitric oxide and nitrogen dioxide to −21 °c produces what?,"[""nitrate trioxide"", ""chloride trioxide"", ""carbon trioxide"", ""dinitrogen trioxide""]",3,sciq
Hormones often regulate what through antagonistic functions?,"[""homeostasis"", ""consciousness"", ""breathing"", ""hypothesis""]",0,sciq
"What normally prevent a positively charged particle from colliding and reacting with a positively charged nucleus, but may be overcome by kinetic energy?.","[""kinetic repulsions"", ""toxic repulsion"", ""electrostatic repulsions"", ""evaporation repulsions""]",2,sciq
"The male gametophyte releases what, which swim - propelled by their flagella - to reach and fertilize the female gamete or egg?","[""sperm"", ""tadpoles"", ""dna"", ""cytoplasm""]",0,sciq
Which is likely to be a step in a shrub's reproductive process?,"[""a logger chops the shrub down"", ""a fire ravages the shrub and its local ecosystem"", ""a human makes a smoothie out of some raspberries"", ""a hare eats its berries and deposits leftovers far away""]",3,openbookqa
Water is bubbling. What characteristic is it likely to have?,"[""intense heat"", ""cool water"", ""melted water"", ""easier to transport""]",0,openbookqa
Which process causes rocks at the earth's surface to change form?,"[""bleaching"", ""remodeling"", ""weathering"", ""eroding""]",2,sciq
What disease is generally caused by mutations in genes that regulate the cell cycle?,"[""heart disease"", ""arthritis"", ""cancer"", ""pneumonia""]",2,sciq
"When a seed is produced by apomixis, the embryo develops without what?","[""infection"", ""fertilization"", ""infection"", ""stimulation""]",1,sciq
What part of the eye allows light to enter?,"[""eyelid"", ""pupil"", ""iris"", ""retina""]",1,sciq
What work together in pairs to bend or straighten a joint?,"[""nerve fibers"", ""collagen bands"", ""cartilage tissues"", ""muscles""]",3,sciq
A weak and temporary dipole that influences nearby atoms through electrostatic attraction and repulsion is known as what?,"[""an instantaneous dipole"", ""an incomplete dipole"", ""an debased dipole"", ""a fused dipole""]",0,sciq
Which best describes why winds at the beach change direction between day and night?,"[""because the temperatures over land and over water change"", ""because warm air over land sinks and stays in place over land"", ""because cool air rises and is replaced by warm air from the ocean"", ""because cool air sinks and stays in place over land""]",0,arc_easy
"A student placed an ice cube on a plate in the sun. Ten minutes later, only water was on the plate. Which process caused the ice cube to change to water?","[""condensation"", ""evaporation"", ""freezing"", ""melting""]",3,arc_easy
The metacarpophalangeal joints in the finger are examples of what kind of joints?,"[""fibrous"", ""saddle"", ""hinge"", ""condyloid""]",3,sciq
A series of arches that support the gills of aquatic amphibians and fish are known as what?,"[""branchial arches"", ""aquatic arches"", ""scythian arches"", ""cochlear arches""]",0,sciq
What is in the soil that causes mars to look red?,"[""carbon"", ""iron"", ""sand"", ""garnet""]",1,sciq
The creation of a voltage across a current-carrying conductor by a magnetic field is known as what?,"[""hall effect"", ""newton effect"", ""show effect"", ""off effect""]",0,sciq
Turning a piece of paper into a ball is an example of,"[""folding"", ""flattening"", ""squashing"", ""restoring""]",2,openbookqa
The news often talks about how global warming could change environmental conditions on Earth. Which best explains why global warming is such a concern?,"[""Glaciers will advance."", ""The sea level will rise."", ""Earthquake activity will increase."", ""The overall temperature will decrease.""]",1,arc_easy
Which system carries out long-distance transport of materials between the root and shoot systems?,"[""circulatory tissue system"", ""vascular tissue system"", ""perceptual tissue system"", ""reproductive tissue system""]",1,sciq
Which of the following causes a chemical change?,"[""sugar added to soda"", ""detergent added to water"", ""lemon juice added to milk"", ""salt added to water""]",2,arc_easy
Shivering helps the body return to a stable what?,"[""pH level"", ""temperature"", ""mood"", ""weight""]",1,sciq
"Gram-negative bacteria have a cell wall made of peptidoglycan, whereas gram-positive bacteria have a cell wall made of what?","[""choanocyte acid"", ""solmization acid"", ""hydrolic acid"", ""lipoteichoic acid""]",3,sciq
In which process do signaling molecules from embryonic cells cause transcriptional changes in nearby target cells?,"[""replication"", ""induction"", ""orientation"", ""maturation""]",1,sciq
All animals need air to survive. An insect gets air through tiny holes on the sides of its body. A whale breathes through a blow hole. What body part do fish use to breathe?,"[""gills"", ""skin"", ""nose"", ""mouth""]",0,arc_easy
Which animal interacts most with a peony?,"[""human"", ""bee"", ""elephant"", ""worm""]",1,openbookqa
Which animal will eat only plants?,"[""snake"", ""fish"", ""slug"", ""deer""]",3,openbookqa
Folding up rocks can happen when,"[""deer shiver"", ""snakes rattle"", ""birds quiver"", ""bunkers shake""]",3,openbookqa
What are mammals called that reproduce by laying eggs?,"[""marsupials"", ""monotremes"", ""amphibians"", ""Fish""]",1,sciq
What is a measure of the amount of space a substance or an object takes up?,"[""speed"", ""density"", ""mass"", ""volume""]",3,sciq
studying a soil sample means studying the microorganisms in the,"[""dirt"", ""air"", ""lava"", ""water""]",0,openbookqa
Plants that are different from each another may have similar structures. Which structure do all plants have in common?,"[""flowers"", ""fruit"", ""roots"", ""trunks""]",2,arc_easy
What are the messenger molecules of the endocrine system?,"[""neurons"", ""enzymes"", ""hormones"", ""acids""]",2,sciq
"Conversely, very large forces are created by liquids and solids when they try to expand but are constrained from doing so—which is equivalent to compressing them to less than their normal volume. this often occurs when a contained material warms up, since most materials expand when they do this?","[""increase density"", ""increase mass"", ""increase temperature"", ""decrease temperature""]",2,sciq
Many cities encourage people to recycle. The items that can be recycled are placed in a special container and picked up each week from people's homes. How does recycling most likely help the environment?,"[""Recycling reduces littering."", ""Recycling makes products last longer."", ""Recycling puts less trash in the city landfill."", ""Recycling increases the amount of dust in the air.""]",2,arc_easy
What blood pressure reading measures the pressure in the vessels between heartbeats?,"[""metabolic"", ""diastolic"", ""systolic"", ""plasma""]",1,sciq
What type of chemistry is the study of the composition of matter?,"[""analytical"", ""reactive"", ""symbolic"", ""philosophical""]",0,sciq
"Spontaneous reactions release what type of energy, meaning it is available to do work?","[""potential energy"", ""radioactive energy"", ""free energy"", ""kinetic energy""]",2,sciq
Meadow vales are,"[""carnivores"", ""hard of hearing"", ""very large"", ""potatoes""]",1,openbookqa
Which hormone is secreted by the pancreas in a human body?,"[""growth hormone"", ""progesterone"", ""estrogen"", ""insulin""]",3,sciq
"""endocrine"" and ""exocrine"" are two types of what?","[""organs"", ""fluids"", ""glands"", ""cells""]",2,sciq
Why does neptune's appearance change?,"[""the seasons"", ""the changing orbit"", ""the speed of rotation"", ""turbulent atmosphere""]",3,sciq
What kind of solids have particles that are arranged in a regular repeating pattern?,"[""carbon-based solids"", ""crystalline solids"", ""metabolic solids"", ""salts""]",1,sciq
Wetlands are extremely important as an ecosystem and as a filter for what?,"[""wind"", ""pollutants"", ""storms"", ""clouds""]",1,sciq
Water affects the availability of what important element in aquatic environments and in flooded soils?,"[""oxygen"", ""nitrogen"", ""carbon dioxide"", ""carbon""]",0,sciq
What cellular structure is used during endocytosis to allow molecules to enter the cell?,"[""nucleus"", ""vesicles"", ""membranes"", ""tissues""]",1,sciq
It's most likely to rain when the color of the sky looks,"[""Seven"", ""eggshells"", ""meteor strike"", ""dark and Silvery""]",3,openbookqa
Marta has a radio in her room. It requires electricity in order to play. Which of the following is necessary in order for electricity to move from the source to the radio?,"[""a circuit"", ""a magnet"", ""a light bulb"", ""an insulator""]",0,arc_easy
"During its lifetime, which object is known to change in brightness, color, and temperature?","[""star"", ""moon"", ""asteroid"", ""planet""]",0,arc_easy
The complete hydrolysis of starch yields what?,"[""glutamate"", ""insulin"", ""glucose"", ""sucrose""]",2,sciq
Newly made proteins are modified in which organelle?,"[""ribosome"", ""endoplasmic reticulum"", ""mitochondrion"", ""nuclear envelop""]",1,arc_easy
Roundworms are intervertebrates that belong to which phylum?,"[""nematoda"", ""Gordiacea"", ""amoebozoa"", ""annelida""]",0,sciq
Matter that is vibrating is producing ___.,"[""gas"", ""light"", ""sound"", ""shadows""]",2,arc_easy
What happens to water vapor as it rises?,"[""it warms"", ""it vibrates"", ""it cools"", ""it disperses""]",2,sciq
As altitude increases air pressure will do what?,"[""increase"", ""rise"", ""fly"", ""plummet""]",3,openbookqa
At which location are oceans the deepest?,"[""Mid-ocean ridge"", ""Abyssal plain"", ""Ocean trench"", ""Volcanic island""]",2,arc_easy
Minerals that are not pure elements are made of what?,"[""isotopes"", ""chemical compounds"", ""metalloids"", ""noble gases""]",1,sciq
What are bundles of collecting ducts that transport urine made by nephrons to the calyces of the kidney for excretion?,"[""cartoid"", ""esophagus"", ""cuticle"", ""papillae""]",3,sciq
"if the earth was a living room, what can be done to melt the glaciers?","[""someone would turn up the room heater"", ""someone would turn up the air conditioner"", ""someone would turn up the music"", ""someone would turn on the light""]",0,openbookqa
"In the heart there is a group of specialized cells that regulates the frequency of the heartbeat. During strenuous exercise, the group of cells will most likely","[""cause the arteries to expand."", ""decrease the heart rate."", ""increase the heart rate."", ""send fewer signals.""]",2,arc_easy
Which of the following actions qualifies as cooking food?,"[""setting it in the sun"", ""shaking it up and down"", ""putting it in the freezer"", ""running it under water""]",0,openbookqa
"What type of joint are ball-and-socket, hinge, and pivot examples of?","[""movable"", ""artificial"", ""fixed"", ""retractable""]",0,sciq
Decaying vegetation is part of the process that,"[""enables nuclear power to function"", ""enables to emitting of light beams"", ""enables gas powered motors to operate"", ""enables windmills to power electric grids""]",2,openbookqa
"The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. Which organs are used in reproduction?","[""brain, spinal cord, and eyes"", ""lungs, esophagus, and heart"", ""mouth, stomach, and gallbladder"", ""ovaries, uterus, and fallopian tubes""]",3,arc_easy
The regulation of gene expression is extremely important during the development of what?,"[""cells"", ""protein"", ""tissues"", ""organism""]",3,sciq
Which is most likely a pollinating animal?,"[""bear"", ""spider"", ""Anthophila"", ""crocodile""]",2,openbookqa
A person with a pet amphibian will likely feed it,"[""deer"", ""wax"", ""steak"", ""meal worms""]",3,openbookqa
A guy wants to be able to remember the evening. He can be sure that he has a visual and audio backup of the night by,"[""bringing his camera"", ""bringing his son"", ""bringing a drink"", ""bringing a chair""]",0,openbookqa
What is the name of a long and low hill of sediments which have been deposited by a glacier?,"[""a mountain"", ""a drumlin"", ""a floodplain"", ""a crag""]",1,sciq
To replenish the shade in a city that had been provided by trees that were felled by a storm:,"[""grow gills and live on a raft"", ""use a large lawn mower"", ""get out your weed whacker"", ""introduce replacement timber items""]",3,openbookqa
"A person takes buckets of water from the house and begins to add it to a pond in the yard. After a certain point, the pond","[""bloats"", ""breaks"", ""sinks"", ""drowns""]",0,openbookqa
Organisms can be preserved in,"[""Sandstone"", ""Water pipes"", ""Cars."", ""Trees""]",0,openbookqa
"What ear structure has three fluid filled ducts, including the organ of corti, where sound waves in air go to vibration?","[""semicirciular canal"", ""saccule"", ""cochlea"", ""utricle""]",2,sciq
What term describes an imbalance of attractive forces between liquid molecules at the surface of a liquid?,"[""currents tension"", ""molecular tension"", ""obsolute tension"", ""surface tension""]",3,sciq
Which is the most likely scenario,"[""squirrels save nuts when summer is hotter than the current season"", ""squirrels never save food"", ""squirrels eat when it rains outside only"", ""squirrels save nuts when humans make them""]",0,openbookqa
"If the Earth did not tilt on its axis in relation to the sun, which of the following would also be true?","[""There would be no seasons."", ""One Earth-year would be 14% longer."", ""The Earth would spin at a different rate."", ""Temperatures at the Earth's equator would cool.""]",0,arc_easy
"On the edge of many deserts, there is a delicate area with abundant vegetation. Sometimes cattle are allowed to graze in these areas. The hooves of the cattle compact the topsoil making it less absorbent. Which environmental concern is most likely to happen at the edge of the desert when cattle graze there?","[""erosion"", ""nutrient depletion"", ""atmospheric heating"", ""groundwater contamination""]",0,arc_easy
Love canal was an infamous example of what type of pollution?,"[""industrial waste dumping"", ""Land Pollution"", ""Visual Pollution"", ""thermal pollution""]",0,sciq
Which of the following comprises the energy that fuels a toaster?,"[""microns"", ""protons"", ""electrons"", ""TRONs""]",2,openbookqa
What do you call people who study science and are experts in one or more fields of science?,"[""chemists"", ""animals"", ""doctors"", ""scientists""]",3,sciq
